fips,econ_state,county,pctemp_agriculture,pctemp_mining,pctemp_construction,pctemp_manufacturing,pctemp_trade,pctemp_trans,pctemp_information,pctemp_fire,pctemp_services,pctemp_government,num_civ_employed
2198,AK,Prince of Wales-Hyder,10.89720305,1.053396295,6.102433709,6.46567381,10.53396295,8.49981838,0.544860153,2.10679259,38.53977479,15.25608427,2753
2201,AK,Prince of Wales-Outer Ketchikan,0,0,0,0,0,0,0,0,0,0,0
2220,AK,Sitka ,8.144307626,1.209764528,4.774249298,5.227910996,11.55757183,6.91294016,1.382588032,2.80838194,48.45538993,9.526895658,4629
2230,AK,Skagway,0.406504065,0,6.097560976,5.691056911,15.31165312,16.2601626,0.27100271,1.89701897,46.74796748,7.317073171,738
2232,AK,Skagway-Hoonah-Angoon,0,0,0,0,0,0,0,0,0,0,0
2240,AK,Southeast Fairbanks,3.605855052,7.961442342,11.53159586,3.498750446,11.96001428,6.783291682,1.642270618,3.213138165,34.73759372,15.06604784,2801
2261,AK,Valdez-Cordova,11.1432109,0.866694181,5.489063145,4.127115147,14.85761453,9.492364837,4.023937268,2.228642179,35.41064796,12.36070986,4846
2275,AK,Wrangell ,11.15207373,0.552995392,7.926267281,6.451612903,15.02304147,5.069124424,2.857142857,3.225806452,38.70967742,9.032258065,1085
2280,AK,Wrangell-Petersburg,0,0,0,0,0,0,0,0,0,0,0
2282,AK,Yakutat ,14.15929204,0,5.309734513,4.719764012,11.79941003,10.02949853,0.589970502,0.884955752,20.3539823,32.15339233,339
2290,AK,Yukon-Koyukuk,0.867579909,4.200913242,5.388127854,4.520547945,7.305936073,11.64383562,1.050228311,0.319634703,43.60730594,21.09589041,2190
4000,AZ,Arizona,0.906646462,0.461149062,6.936273461,7.01660801,14.38247167,5.306743822,1.80674478,8.404047967,49.95256588,4.826748882,3130658
4001,AZ,Apache,1.788043478,1.081521739,9.02173913,2.016304348,9.684782609,7.60326087,0.668478261,3.184782609,53.50543478,11.44565217,18400
4003,AZ,Cochise,2.239488117,0.498171846,6.766453382,3.512340037,12.9547532,4.488117002,1.400822669,4.19332724,47.4428702,16.50365631,43760
4005,AZ,Coconino,1.132894343,0.206524993,5.178090392,6.408261,11.56988925,4.738102365,1.011673152,3.681532475,60.23495959,5.838072433,66820
4007,AZ,Gila,2.032629045,5.825086922,8.938218775,4.236426852,11.96041722,4.487830971,1.342604975,4.658999733,48.59588125,7.921904253,18695
4009,AZ,Graham,2.938034188,9.653540904,7.516788767,4.342185592,16.52167277,3.083028083,1.411782662,3.449328449,43.58211233,7.501526252,13104
4011,AZ,Greenlee,2.144702842,38.70801034,7.416020672,1.757105943,9.948320413,2.790697674,0.258397933,1.395348837,31.67958656,3.901808786,3870
4012,AZ,La Paz,10.51948052,0.698051948,4.691558442,5.146103896,17.22402597,5.746753247,1.152597403,2.224025974,42.04545455,10.55194805,6160
4013,AZ,Maricopa,0.434818767,0.155689584,7.077300362,7.434322688,14.56418037,5.526351671,1.993551937,10.00484475,49.11266607,3.696273797,2068218
4015,AZ,Mohave,0.547084956,0.327702517,6.947567597,5.995996271,16.14517633,5.849284265,1.605605221,5.344704656,52.00323589,5.233642297,72932
4017,AZ,Navajo,1.726769415,1.418524615,8.047284154,2.857997905,14.55633697,6.413287446,1.33772258,4.267544516,50.27682179,9.097710609,33415
4019,AZ,Pima,0.491954219,0.610686339,6.527354312,6.692459166,13.41672958,4.377854891,1.633350732,5.763884377,54.55158463,5.934141757,446383
4021,AZ,Pinal,1.986083474,1.013320828,6.270041445,8.584392705,14.80373642,5.247848515,1.375809579,6.886018834,46.52657195,7.306176251,157798
4023,AZ,Santa Cruz,0.716657927,0.873973082,6.193555905,4.795198975,21.74445027,11.43156791,0.833187671,4.498048127,40.73297209,8.180388044,17163
4025,AZ,Yavapai,0.816702068,1.578881607,7.927348728,5.610141191,15.21178595,4.435635017,1.593648125,4.690073492,53.35938299,4.776400832,88037
4027,AZ,Yuma,11.4369656,0.249002016,6.106478005,4.561084542,14.49876816,4.619053265,1.023674954,3.906301464,43.47522496,10.12344703,75903
5000,AR,Arkansas,2.378844487,0.43168724,6.660273573,13.68050388,15.67660665,5.739054385,1.499129261,4.732679192,44.7515516,4.449669733,1303490
5001,AR,Arkansas,8.875890132,0,5.467955239,21.12156663,14.6871821,5.798575788,1.119023398,3.802136317,33.63428281,5.493387589,7864
5003,AR,Ashley,8.311954849,0.487429451,8.183683941,19.06105695,13.66085172,5.887634685,0.679835813,1.244227809,38.34017445,4.143150334,7796
5005,AR,Baxter,1.003052769,0.211824808,5.968475484,18.16086225,16.29804997,2.884555479,1.457853093,5.015263847,46.54538658,2.454675721,16051
5007,AR,Benton,1.131101437,0.254266672,7.391455099,14.15340756,24.82336171,5.492930616,0.839080017,4.6692607,39.10082059,2.144315599,129785
5009,AR,Boone,2.862619018,0.333869173,6.788673179,11.92036602,13.75664647,12.71175961,1.743539013,5.162606653,41.93149499,2.788425869,16174
5011,AR,Bradley,11.29308238,0.58665363,8.653141041,18.03959912,10.85309215,2.859936446,1.711073087,3.593253483,36.44585676,5.964311904,4091
5013,AR,Calhoun,4.78446234,2.88962577,9.047844623,17.57460919,9.000473709,6.821411653,1.847465656,3.789673141,36.61771672,7.626717196,2111
5015,AR,Carroll,7.200532756,0.283026721,8.207774911,20.75251811,11.50420378,4.952967618,2.222592192,4.328643969,38.08374261,2.463997336,12013
5017,AR,Chicot,7.343083486,0,5.545399147,17.85496648,10.6337599,2.985984156,0.822669104,2.8031688,41.80377818,10.20719074,3282
5019,AR,Clark,2.789598109,0.066193853,5.323877069,11.14893617,13.35224586,5.787234043,0.822695036,2.193853428,55.18676123,3.328605201,10575
5021,AR,Clay,10.20184635,0.187764043,5.86762635,13.67548115,15.77217963,7.072445627,0.625880144,3.677045846,39.71209513,3.207635738,6391
5023,AR,Cleburne,1.774287376,1.347682761,10.43242195,14.73725034,13.61256545,5.739771185,0.736862517,4.314523948,45.14252472,2.162109754,10314
5025,AR,Cleveland,5.619078732,0,5.71708592,17.60862463,12.64292715,7.481215289,0.68605031,6.762495916,36.00130676,7.481215289,3061
5027,AR,Columbia,2.146690519,1.900715564,3.555456172,17.76610018,16.80456172,5.780411449,0.614937388,3.376565295,46.55635063,1.498211091,8944
5029,AR,Conway,4.749635936,1.579477988,8.435084575,15.9852134,12.1653411,8.838355551,1.691497704,2.486837683,38.1091072,5.959448863,8927
5031,AR,Craighead,2.089990153,0.188902956,7.264725387,14.28025964,15.22879363,3.687626856,1.408733747,4.871284741,48.02757179,2.952111091,49761
5033,AR,Crawford,1.025306248,0.618255827,6.136477094,19.2734534,16.37033908,7.603394647,1.463077455,4.377712069,39.86406052,3.267923659,26041
5035,AR,Crittenden,2.737731178,0.063103733,4.257074899,11.40235911,16.8389884,10.60142712,1.859133052,3.111499442,45.3278967,3.80078637,20601
5037,AR,Cross,6.835476253,0.183678825,7.701390711,8.055628444,19.15507741,9.065861979,0.537916557,4.775649436,38.17895565,5.510364734,7622
5039,AR,Dallas,3.963414634,0,3.489159892,25.40650407,5.521680217,9.552845529,0.338753388,3.150406504,37.70325203,10.87398374,2952
5041,AR,Desha,11.83431953,0.043830813,3.79136533,13.47797502,16.04207758,4.010519395,0.767039229,3.418803419,36.35765943,10.25641026,4563
5043,AR,Drew,4.255587827,0.202045713,7.336784948,12.64048491,12.46369491,2.27301427,0.467230711,3.561055689,47.64490466,9.155196363,7919
5045,AR,Faulkner,0.77092511,0.834595264,6.881539097,8.753785793,15.83321861,5.09877478,2.278359031,5.344851322,50.61433095,3.589620044,58112
5047,AR,Franklin,3.038467295,1.601556653,9.145337524,18.21583595,14.89298009,6.735518635,0.434066757,4.625056129,36.14728334,5.16389762,6681
5049,AR,Fulton,2.673534462,0,9.663968604,8.094186902,14.7412313,6.990434143,0.294334069,4.88103998,48.39342654,4.267844003,4077
5051,AR,Garland,0.88304505,0.269280221,8.641226559,8.398631765,16.05977536,2.949952694,1.948036195,5.66216249,50.9085175,4.279372165,41221
5053,AR,Grant,3.260309278,0.541237113,9.278350516,14.34278351,13.17010309,8.466494845,1.043814433,4.12371134,41.43041237,4.342783505,7760
5055,AR,Greene,3.432652844,0.133255157,7.808752199,21.91247801,13.62933746,5.671339481,0.565001866,4.093598422,40.54687916,2.2067054,18761
5057,AR,Hempstead,4.740724669,0.54241701,6.693425906,20.48166631,12.59492298,5.011933174,0.347146887,2.907355175,42.12410501,4.556302886,9218
5059,AR,Hot Spring,1.767349737,0.327569132,8.49394378,14.32162718,17.03359488,4.410756456,0.639902491,4.441228003,43.98567837,4.578349966,13127
5061,AR,Howard,10.05177647,0.232101411,5.677557579,29.63756472,11.80146402,4.570612391,2.981610427,1.196214962,30.78021782,3.0708802,5601
5063,AR,Independence,2.892717897,1.012451264,5.15029556,21.1357062,12.16828072,5.169161112,1.320588605,3.402087788,43.9190039,3.829706955,15902
5065,AR,Izard,4.063492064,0.804232804,6.116402116,14.85714286,10.8994709,3.576719577,1.396825397,2.560846561,46.05291005,9.671957672,4725
5067,AR,Jackson,8.69722122,0.162396247,7.560447492,15.49981956,17.46661855,6.17105738,0.920245399,3.464453266,33.83255143,6.225189462,5542
5069,AR,Jefferson,0.987030873,0.263973373,3.695627224,16.85603887,12.12747236,5.267990359,0.845479934,4.453116034,44.27101266,11.23225831,26139
5071,AR,Johnson,2.622511486,1.579249617,4.240045942,24.94257274,16.10834609,6.144716692,0.95712098,3.598774885,35.17419602,4.632465544,10448
5073,AR,Lafayette,9.518120271,2.469135803,7.367582636,15.61131024,13.42094783,5.177220231,0.876144962,3.345280765,34.60772601,7.606531262,2511
5075,AR,Lawrence,6.318181818,0.212121212,6.227272727,13.78787879,15.22727273,10.06060606,0.575757576,2.439393939,39.43939394,5.712121212,6600
5077,AR,Lee,12.68817204,0,5.197132617,11.7921147,13.33333333,5.985663082,0.107526882,3.620071685,37.70609319,9.569892473,2790
5079,AR,Lincoln,5.671548769,0.218136491,5.640386413,14.61514491,13.21283889,4.830165161,2.306014335,5.204113431,36.67809286,11.62355874,3209
5081,AR,Little River,4.028484232,0.447609359,7.080366226,20.89521872,12.91963377,5.00508647,0.22380468,2.848423194,40.69175992,5.859613428,4915
5083,AR,Logan,4.823932001,1.236339552,6.027155315,22.04437576,13.03675902,5.729109173,1.335688266,3.03565515,38.38171984,4.349265923,9059
5085,AR,Lonoke,2.247605011,0.20572341,7.390690248,8.192090396,16.53463522,7.541144682,2.032670106,6.530950626,41.39339229,7.93109801,32568
5087,AR,Madison,7.177105184,0.599340725,10.81810009,15.44800719,14.2942763,3.670961942,2.277494756,2.846868445,38.08810309,4.779742284,6674
5089,AR,Marion,2.907381616,0.104456825,3.325208914,27.41991643,16.0689415,3.568941504,1.61908078,4.056406685,34.57520891,6.354456825,5744
5091,AR,Miller,1.646807554,0.56205036,5.997077338,14.65827338,17.91254496,4.726843525,1.601843525,5.210206835,41.94019784,5.744154676,17792
5093,AR,Mississippi,4.768211921,0.178520012,3.979268644,26.97379787,12.70371437,5.107975813,2.464727901,2.723869853,36.61387849,4.486035128,17365
5095,AR,Monroe,7.656145064,0,5.339153795,16.31967764,15.84956347,7.891202149,0.134318335,2.652787105,36.36668905,7.790463398,2978
5097,AR,Montgomery,10.66830166,1.686082158,11.61863887,8.645003066,11.4040466,6.683016554,0.766400981,2.207234825,40.64990803,5.671367259,3262
5099,AR,Nevada,7.52184769,0.811485643,4.837702871,16.07365793,10.70536829,5.024968789,0,2.84019975,48.59550562,3.589263421,3204
5101,AR,Newton,5.211952745,0,11.36205698,11.50104239,9.902710215,7.088255733,0.868658791,6.60180681,40.58373871,6.879777623,2878
5103,AR,Ouachita,1.328133235,0.864340677,5.101718141,21.50310952,11.90049541,8.042584589,0.695688837,3.014651629,40.77158217,6.777695794,9487
5105,AR,Perry,7.03928289,0,12.10123912,12.65489059,15.81861323,5.641972054,1.291853414,2.34642763,36.88373319,6.221987872,3793
5107,AR,Phillips,8.870005963,0,4.323196184,9.958258796,16.39833035,5.635062612,0.298151461,2.385211688,46.70542636,5.426356589,6708
5109,AR,Pike,8.895638967,0.390540247,6.791060968,16.85832068,12.17183771,5.576046865,1.323497505,3.666738989,39.4228683,4.903449772,4609
5111,AR,Poinsett,8.028973679,0.030605999,9.222607631,17.96572128,13.76249745,6.100795756,1.132421955,2.846357886,37.5025505,3.407467864,9802
5113,AR,Polk,6.184995146,1.012342255,7.377617529,16.46096242,13.53487727,4.437664679,0.152544723,2.870614339,44.4321176,3.536264041,7211
5115,AR,Pope,2.235179786,0.695223144,6.529864693,15.04447933,14.27076325,7.154070419,0.96807954,4.851610974,45.59692009,2.653808776,26754
5117,AR,Prairie,12.23188406,0.115942029,6.52173913,11.97101449,12.20289855,9.768115942,0.724637681,4.84057971,36.26086957,5.362318841,3450
5119,AR,Pulaski,0.309985777,0.090118457,5.24587138,7.078099043,14.28377542,5.192126036,2.868047035,6.925549125,51.37674944,6.629678288,184202
5121,AR,Randolph,6.780389908,0.731077982,7.540137615,17.20183486,13.74713303,8.77293578,0.157683486,2.365252294,39.22018349,3.48337156,6976
5123,AR,St. Francis,5.174432217,0.187309764,6.953874971,14.80917818,15.52329665,8.335284477,0.959962538,3.418403184,38.17607118,6.462186842,8542
5125,AR,Saline,0.468010608,0.161203654,6.97162469,8.490059108,16.33357023,5.217451596,2.204849977,6.077204417,48.38363003,5.692395694,57691
5127,AR,Scott,7.025013305,0.824906865,5.215540181,28.17988292,9.872272485,3.352847259,0,4.151144226,36.82810005,4.550292709,3758
5129,AR,Searcy,3.422667097,0.452050371,8.169195996,13.43235389,16.72586374,5.90894414,0,4.778818211,42.26670972,4.843396836,3097
5131,AR,Sebastian,0.972144652,1.036721586,6.325048869,17.37468584,14.62056688,6.766615471,1.385786093,4.087545378,45.12007819,2.310807037,57296
5133,AR,Sevier,6.895611883,0.626873808,10.26165168,29.94003816,12.74189152,4.578904334,0.122649223,1.826110657,30.49877351,2.50749523,7338
5135,AR,Sharp,4.968944099,0.335739466,6.177606178,14.36964915,14.8396844,5.220748699,1.527614571,4.331039114,42.80678194,5.422192379,5957
